complaint,department,label
जैविक खेती प्रशिक्षण शिविर आयोजित किये जाने बाबत।,मुख्य कृषि अधिकारी पithौरागढ़,33.0
रबी फसल हेतु उर्वरक समय पर उपलब्ध कराये जाने बाबत।,मुख्य कृषि अधिकारी पithौरागढ़,33.0
फसल बीमा योजना के लंबित दावों का निस्तारण किये जाने बाबत।,मुख्य कृषि अधिकारी पithौरागढ़,33.0
कृषि विभाग की अनुदान योजनाओं का लाभ दिलाये जाने बाबत।,मुख्य कृषि अधिकारी पithौरागढ़,33.0
दलहन बीज वितरण शीघ्र प्रारम्भ किये जाने बाबत।,मुख्य कृषि अधिकारी पithौरागढ़,33.0
कृषि यंत्र बैंक स्थापित किये जाने बाबत।,मुख्य कृषि अधिकारी पithौरागढ़,33.0
खरीफ फसल हेतु प्रमाणित मक्का बीज उपलब्ध कराये जाने बाबत।,मुख्य कृषि अधिकारी पithौरागढ़,33.0
कृषि विभाग द्वारा निःशुल्क किसान प्रशिक्षण आयोजित किये जाने बाबत।,मुख्य कृषि अधिकारी पithौरागढ़,33.0
जंगली जानवरों से फसल सुरक्षा हेतु विभागीय सहायता उपलब्ध कराये जाने बाबत।,मुख्य कृषि अधिकारी पithौरागढ़,33.0
कृषि विभाग में लंबित किसान पंजीकरण शीघ्र स्वीकृत किये जाने बाबत।,मुख्य कृषि अधिकारी पithौरागढ़,33.0
आधुनिक कृषि तकनीक पर प्रशिक्षण कार्यक्रम आयोजित किये जाने बाबत।,मुख्य कृषि अधिकारी पithौरागढ़,33.0
स्प्रे पम्प पर अनुदान उपलब्ध कराये जाने बाबत।,मुख्य कृषि अधिकारी पithौरागढ़,33.0
जैविक उर्वरकों की उपलब्धता सुनिश्चित किये जाने बाबत।,मुख्य कृषि अधिकारी पithौरागढ़,33.0
खाद वितरण केन्द्र पर पर्याप्त उर्वरक उपलब्ध कराये जाने बाबत।,मुख्य कृषि अधिकारी पithौरागढ़,33.0
कृषि विभाग की सभी योजनाओं का लाभ पात्र किसानों तक समयबद्ध पहुँचाये जाने बाबत।,मुख्य कृषि अधिकारी पithौरागढ़,33.0
लोहाघाट-बाराकोट मोटर मार्ग के क्षतिग्रस्त भाग की मरम्मत कराये जाने बाबत।,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34.0
मोटर मार्ग के किनारे सुरक्षा दीवार का निर्माण किये जाने बाबत।,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34.0
सड़क किनारे क्षतिग्रस्त पैराफिट का पुनर्निर्माण किये जाने बाबत।,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34.0
बरसात के कारण क्षतिग्रस्त पुलिया की मरम्मत करायी जाये।,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34.0
भूस्खलन प्रभावित सड़क का मलबा हटाकर यातायात सुचारु किये जाने बाबत।,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34.0
मोटर मार्ग पर जल निकासी हेतु नाली निर्माण कराये जाने बाबत।,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34.0
मुख्य बाजार से गुजरने वाले मोटर मार्ग का डामरीकरण कराये जाने बाबत।,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34.0
सड़क चौड़ीकरण का अधूरा कार्य शीघ्र पूर्ण किये जाने बाबत।,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34.0
मोटर मार्ग पर दुर्घटना संभावित मोड़ पर क्रैश बैरियर लगाये जाने बाबत।,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34.0
सड़क किनारे रिटेनिंग वाल का निर्माण किये जाने बाबत।,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34.0
राष्ट्रीय राजमार्ग पर बने गड्ढों की शीघ्र मरम्मत करायी जाये।,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34.0
सड़क पर क्षतिग्रस्त कल्वर्ट का पुनर्निर्माण किये जाने बाबत।,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34.0
भूस्खलन रोकने हेतु सुरक्षात्मक कार्य किये जाने बाबत।,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34.0
राष्ट्रीय राजमार्ग के ब्लैक स्पॉट का सुधार कर सड़क सुरक्षा बढ़ाये जाने बाबत।,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34.0
क्षतिग्रस्त सड़क की डामर परत का नवीनीकरण किये जाने बाबत।,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34.0
मोटर मार्ग के किनारे चेतावनी संकेतक लगाये जाने बाबत।,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34.0
बरसात से क्षतिग्रस्त सड़क किनारे सुरक्षा दीवार का पुनर्निर्माण किये जाने बाबत।,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34.0
मोटर मार्ग पर संकरी पुलिया का चौड़ीकरण किये जाने बाबत।,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34.0
सड़क किनारे नाली अवरुद्ध होने से जलभराव की समस्या का समाधान किये जाने बाबत।,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34.0
सड़क सुरक्षा एवं लंबित निर्माण कार्यों का निरीक्षण कर शीघ्र पूर्ण किये जाने बाबत।,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34.0
पारिवारिक पेंशन का लंबित भुगतान किये जाने बाबत।,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35.0
सेवानिवृत्ति उपरान्त पेंशन स्वीकृत कर भुगतान किये जाने बाबत।,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35.0
पारिवारिक पेंशन में हो रही देरी का समाधान किये जाने बाबत।,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35.0
लंबित एरियर राशि का भुगतान किये जाने बाबत।,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35.0
जीपीएफ की अंतिम धनराशि जारी किये जाने बाबत।,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35.0
वेतन बिल शीघ्र पारित कर भुगतान किये जाने बाबत।,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35.0
पेंशन भुगतान में हो रही अनावश्यक देरी दूर किये जाने बाबत।,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35.0
वेतन एरियर का लंबित भुगतान किये जाने बाबत।,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35.0
पारिवारिक पेंशन पुनरीक्षण कर अंतर धनराशि प्रदान किये जाने बाबत।,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35.0
ट्रेजरी में लंबित वेतन बिलों का शीघ्र निस्तारण किये जाने बाबत।,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35.0
सातवें वेतनमान के एरियर का भुगतान किये जाने बाबत।,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35.0
मासिक पेंशन बैंक खाते में समय पर उपलब्ध कराये जाने बाबत।,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35.0
जीपीएफ आहरण आवेदन का शीघ्र निस्तारण किये जाने बाबत।,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35.0
लंबित पेंशन प्रकरणों का विशेष शिविर आयोजित कर निस्तारण किये जाने बाबत।,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35.0
अवकाश नकदीकरण की लंबित धनराशि जारी किये जाने बाबत।,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35.0
वेतन निर्धारण में हुई त्रुटि का संशोधन किये जाने बाबत।,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35.0
कोषागार में लंबित भुगतान प्रकरणों का शीघ्र निस्तारण किये जाने बाबत।,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35.0
ग्रेच्युटी की लंबित धनराशि जारी किये जाने बाबत।,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35.0
पेंशन भुगतान आदेश में संशोधन किये जाने बाबत।,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35.0
पेंशन एवं कोषागार संबंधी लंबित प्रकरणों का समयबद्ध निस्तारण सुनिश्चित किये जाने बाबत।,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35.0
प्रधानमंत्री आवास योजना (ग्रामीण) का लाभ दिलाये जाने बाबत।,खण्ड विकास अधिकारी कनालीछीना,36.0
ग्राम पंचायत में सीसी मार्ग का निर्माण कराये जाने बाबत।,खण्ड विकास अधिकारी कनालीछीना,36.0
मनरेगा के अन्तर्गत स्वीकृत कार्य शीघ्र प्रारम्भ किये जाने बाबत।,खण्ड विकास अधिकारी कनालीछीना,36.0
ग्राम पंचायत में नाली निर्माण कर जल निकासी की व्यवस्था किये जाने बाबत।,खण्ड विकास अधिकारी कनालीछीना,36.0
स्वयं सहायता समूह को स्वरोजगार योजना का लाभ दिलाये जाने बाबत।,खण्ड विकास अधिकारी कनालीछीना,36.0
पंचायत भवन की मरम्मत कराये जाने बाबत।,खण्ड विकास अधिकारी कनालीछीना,36.0
मनरेगा मजदूरी का लंबित भुगतान कराये जाने बाबत।,खण्ड विकास अधिकारी कनालीछीना,36.0
ग्राम में सामुदायिक शौचालय का निर्माण कराये जाने बाबत।,खण्ड विकास अधिकारी कनालीछीना,36.0
आंगनबाड़ी भवन की मरम्मत एवं रंगाई-पुताई कराये जाने बाबत।,खण्ड विकास अधिकारी कनालीछीना,36.0
ग्राम सभा में आंतरिक सीसी मार्ग का निर्माण किये जाने बाबत।,खण्ड विकास अधिकारी कनालीछीना,36.0
वृद्धजन हेतु पंचायत भवन में रैम्प निर्माण कराये जाने बाबत।,खण्ड विकास अधिकारी कनालीछीना,36.0
खेल मैदान के विकास हेतु स्वीकृत कार्य पूर्ण किये जाने बाबत।,खण्ड विकास अधिकारी कनालीछीना,36.0
प्रधानमंत्री आवास योजना के लंबित आवेदन का निस्तारण किये जाने बाबत।,खण्ड विकास अधिकारी कनालीछीना,36.0
राष्ट्रीय ग्रामीण आजीविका मिशन के अन्तर्गत प्रशिक्षण आयोजित किये जाने बाबत।,खण्ड विकास अधिकारी कनालीछीना,36.0
मनरेगा से स्वीकृत जल संरक्षण कार्य पूर्ण किये जाने बाबत।,खण्ड विकास अधिकारी कनालीछीना,36.0
ग्राम पंचायत में वर्षा जल निकासी हेतु पक्की नाली निर्माण किये जाने बाबत।,खण्ड विकास अधिकारी कनालीछीना,36.0
ग्राम पंचायत में सार्वजनिक शौचालय का रखरखाव सुनिश्चित किये जाने बाबत।,खण्ड विकास अधिकारी कनालीछीना,36.0
विकास योजनाओं के लंबित प्रस्तावों को स्वीकृति प्रदान किये जाने बाबत।,खण्ड विकास अधिकारी कनालीछीना,36.0
स्वयं सहायता समूहों को बैंक लिंकेज सुविधा उपलब्ध कराये जाने बाबत।,खण्ड विकास अधिकारी कनालीछीना,36.0
ग्रामीण विकास योजनाओं का समयबद्ध एवं गुणवत्तापूर्ण क्रियान्वयन सुनिश्चित किये जाने बाबत।,खण्ड विकास अधिकारी कनालीछीना,36.0
ग्राम सीनी में पुलिया निर्माण कराये जाने बाबत।,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37.0
ग्राम सभा भवन का निर्माण शीघ्र पूर्ण किये जाने बाबत।,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37.0
आंगनबाड़ी भवन का निर्माण कराये जाने बाबत।,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37.0
सामुदायिक भवन की मरम्मत कराये जाने बाबत।,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37.0
ग्राम में पैदल पुल का निर्माण कराये जाने बाबत।,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37.0
राजकीय भवन की क्षतिग्रस्त छत की मरम्मत कराये जाने बाबत।,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37.0
पंचायत भवन की चाहरदीवारी का निर्माण कराये जाने बाबत।,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37.0
ग्रामीण संपर्क पुल के एप्रोच मार्ग का निर्माण कराये जाने बाबत।,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37.0
प्राथमिक विद्यालय भवन की मरम्मत कराये जाने बाबत।,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37.0
सामुदायिक शौचालय भवन का निर्माण कराये जाने बाबत।,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37.0
ग्राम पंचायत भवन में अतिरिक्त कक्ष का निर्माण कराये जाने बाबत।,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37.0
बारिश से क्षतिग्रस्त पुलिया का पुनर्निर्माण कराये जाने बाबत।,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37.0
बहुउद्देशीय सामुदायिक भवन का निर्माण कराये जाने बाबत।,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37.0
आंगनबाड़ी केन्द्र भवन की मरम्मत कराये जाने बाबत।,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37.0
ग्रामीण पुस्तकालय भवन का निर्माण कराये जाने बाबत।,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37.0
सामुदायिक भवन में वर्षा जल निकासी की व्यवस्था किये जाने बाबत।,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37.0
ग्रामीण निर्माण कार्यों की गुणवत्ता की जांच करायी जाये।,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37.0
महिला मंगल भवन का निर्माण कराये जाने बाबत।,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37.0
ग्रामीण निर्माण विभाग के लंबित भवन निर्माण कार्य शीघ्र पूर्ण किये जाने बाबत।,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37.0
क्षतिग्रस्त सुरक्षा दीवार का पुनर्निर्माण कराये जाने बाबत।,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37.0
भूमि का नामांतरण शीघ्र किये जाने बाबत।,तहसील कनालीछीना,38.0
आय प्रमाण पत्र जारी किये जाने बाबत।,तहसील कनालीछीना,38.0
जाति प्रमाण पत्र बनाये जाने बाबत।,तहसील कनालीछीना,38.0
स्थायी निवास प्रमाण पत्र जारी किये जाने बाबत।,तहसील कनालीछीना,38.0
राजस्व अभिलेखों में दर्ज त्रुटियों का संशोधन किये जाने बाबत।,तहसील कनालीछीना,38.0
खेत की पैमाइश कर सीमांकन किये जाने बाबत।,तहसील कनालीछीना,38.0
खसरा-खतौनी की प्रमाणित प्रति उपलब्ध कराये जाने बाबत।,तहसील कनालीछीना,38.0
सरकारी भूमि पर अतिक्रमण हटाये जाने बाबत।,तहसील कनालीछीना,38.0
विरासत दर्ज कर नामांतरण किये जाने बाबत।,तहसील कनालीछीना,38.0
भूमि विभाजन प्रकरण का शीघ्र निस्तारण किये जाने बाबत।,तहसील कनालीछीना,38.0
राजस्व अभिलेखों में ग्राम सभा भूमि का सही अंकन किये जाने बाबत।,तहसील कनालीछीना,38.0
ई-डिस्ट्रिक्ट पोर्टल पर लंबित प्रमाण पत्र आवेदन का निस्तारण किये जाने बाबत।,तहसील कनालीछीना,38.0
परिवार रजिस्टर सत्यापन उपरान्त निवास प्रमाण पत्र जारी किये जाने बाबत।,तहसील कनालीछीना,38.0
राजस्व न्यायालय में लंबित वादों का शीघ्र निस्तारण किये जाने बाबत।,तहसील कनालीछीना,38.0
खेत की मेड़ विवाद का राजस्व सीमांकन कर समाधान किये जाने बाबत।,तहसील कनालीछीना,38.0
विरासत दर्ज कर खतौनी में नाम संशोधन किये जाने बाबत।,तहसील कनालीछीना,38.0
भूमि अभिलेख की नकल उपलब्ध कराये जाने बाबत।,तहसील कनालीछीना,38.0
चकमार्ग पर हुए राजस्व अतिक्रमण की जांच कर हटाये जाने बाबत।,तहसील कनालीछीना,38.0
आर्थिक रूप से कमजोर वर्ग प्रमाण पत्र हेतु आवेदन का निस्तारण किये जाने बाबत।,तहसील कनालीछीना,38.0
तहसील स्तर पर लंबित राजस्व एवं प्रमाण पत्र संबंधी प्रकरणों का समयबद्ध निस्तारण सुनिश्चित किये जाने बाबत।,तहसील कनालीछीना,38.0
विगत एक वर्ष से सिंचाई नहर निर्माण कार्य का भुगतान न होने बाबत।,अधिशासी अभियन्ता सिंचाई निर्माण खण्ड पिथौरागढ़,39.0
सिंचाई नहर की मरम्मत कर खेतों तक पानी उपलब्ध कराये जाने बाबत।,अधिशासी अभियन्ता सिंचाई निर्माण खण्ड पिथौरागढ़,39.0
क्षतिग्रस्त गूल की मरम्मत करायी जाये।,अधिशासी अभियन्ता सिंचाई निर्माण खण्ड पिथौरागढ़,39.0
सिंचाई हेतु नई गूल निर्माण किये जाने बाबत।,अधिशासी अभियन्ता सिंचाई निर्माण खण्ड पिथौरागढ़,39.0
नहर में जल रिसाव रोकने हेतु लाइनिंग कार्य कराये जाने बाबत।,अधिशासी अभियन्ता सिंचाई निर्माण खण्ड पिथौरागढ़,39.0
खेतों तक सिंचाई जल न पहुँचने की समस्या का समाधान किये जाने बाबत।,अधिशासी अभियन्ता सिंचाई निर्माण खण्ड पिथौरागढ़,39.0
सिंचाई नहर पर क्षतिग्रस्त पुलिया का पुनर्निर्माण किये जाने बाबत।,अधिशासी अभियन्ता सिंचाई निर्माण खण्ड पिथौरागढ़,39.0
वर्षा से क्षतिग्रस्त सिंचाई गूल की मरम्मत करायी जाये।,अधिशासी अभियन्ता सिंचाई निर्माण खण्ड पिथौरागढ़,39.0
सिंचाई परियोजना का अधूरा निर्माण कार्य शीघ्र पूर्ण किये जाने बाबत।,अधिशासी अभियन्ता सिंचाई निर्माण खण्ड पिथौरागढ़,39.0
सिंचाई नहर में जमी गाद की सफाई करायी जाये।,अधिशासी अभियन्ता सिंचाई निर्माण खण्ड पिथौरागढ़,39.0
खेतों तक पानी पहुँचाने हेतु शाखा नहर का निर्माण किये जाने बाबत।,अधिशासी अभियन्ता सिंचाई निर्माण खण्ड पिथौरागढ़,39.0
लघु सिंचाई योजना का निर्माण कार्य शीघ्र प्रारम्भ किये जाने बाबत।,अधिशासी अभियन्ता सिंचाई निर्माण खण्ड पिथौरागढ़,39.0
सिंचाई नहर टूटने से खेतों को हो रहे नुकसान का समाधान किये जाने बाबत।,अधिशासी अभियन्ता सिंचाई निर्माण खण्ड पिथौरागढ़,39.0
चेकडैम निर्माण कर सिंचाई जल संग्रहण की व्यवस्था किये जाने बाबत।,अधिशासी अभियन्ता सिंचाई निर्माण खण्ड पिथौरागढ़,39.0
पुरानी सिंचाई नहर का पुनर्निर्माण कराये जाने बाबत।,अधिशासी अभियन्ता सिंचाई निर्माण खण्ड पिथौरागढ़,39.0
सिंचाई गूल में टूट-फूट की मरम्मत शीघ्र करायी जाये।,अधिशासी अभियन्ता सिंचाई निर्माण खण्ड पिथौरागढ़,39.0
सिंचाई नहर पर सुरक्षा दीवार का निर्माण किये जाने बाबत।,अधिशासी अभियन्ता सिंचाई निर्माण खण्ड पिथौरागढ़,39.0
सिंचाई जल वितरण की नियमित व्यवस्था सुनिश्चित किये जाने बाबत।,अधिशासी अभियन्ता सिंचाई निर्माण खण्ड पिथौरागढ़,39.0
ग्राम तड़ीगाँव में नई पेयजल पाइपलाइन निर्माण किये जाने बाबत।,अधिशासी अभियन्ता निर्माण पेयजल निगम पिथौरागढ़,40.0
नई पेयजल योजना का निर्माण कार्य शीघ्र प्रारम्भ किये जाने बाबत।,अधिशासी अभियन्ता निर्माण पेयजल निगम पिथौरागढ़,40.0
नई ओवरहेड पानी की टंकी का निर्माण किये जाने बाबत।,अधिशासी अभियन्ता निर्माण पेयजल निगम पिथौरागढ़,40.0
जलाशय निर्माण कार्य शीघ्र पूर्ण किये जाने बाबत।,अधिशासी अभियन्ता निर्माण पेयजल निगम पिथौरागढ़,40.0
जल जीवन मिशन के अन्तर्गत नई पेयजल योजना स्वीकृत किये जाने बाबत।,अधिशासी अभियन्ता निर्माण पेयजल निगम पिथौरागढ़,40.0
नई पेयजल लाइन बिछाने का कार्य शीघ्र प्रारम्भ किये जाने बाबत।,अधिशासी अभियन्ता निर्माण पेयजल निगम पिथौरागढ़,40.0
ग्राम हेतु नई जलापूर्ति योजना का निर्माण किये जाने बाबत।,अधिशासी अभियन्ता निर्माण पेयजल निगम पिथौरागढ़,40.0
निर्माणाधीन पेयजल टंकी का कार्य शीघ्र पूर्ण किये जाने बाबत।,अधिशासी अभियन्ता निर्माण पेयजल निगम पिथौरागढ़,40.0
नई पेयजल पाइपलाइन विस्तार योजना लागू किये जाने बाबत।,अधिशासी अभियन्ता निर्माण पेयजल निगम पिथौरागढ़,40.0
ग्राम तक नई पेयजल मुख्य लाइन निर्माण किये जाने बाबत।,अधिशासी अभियन्ता निर्माण पेयजल निगम पिथौरागढ़,40.0
निर्माणाधीन जलाशय कार्य में तेजी लाये जाने बाबत।,अधिशासी अभियन्ता निर्माण पेयजल निगम पिथौरागढ़,40.0
नई पेयजल योजना हेतु भूमि चयन कर निर्माण प्रारम्भ किये जाने बाबत।,अधिशासी अभियन्ता निर्माण पेयजल निगम पिथौरागढ़,40.0
नई पेयजल टंकी निर्माण हेतु स्वीकृत कार्य शीघ्र प्रारम्भ किये जाने बाबत।,अधिशासी अभियन्ता निर्माण पेयजल निगम पिथौरागढ़,40.0
जल जीवन मिशन अन्तर्गत नई पाइपलाइन निर्माण कार्य पूर्ण किये जाने बाबत।,अधिशासी अभियन्ता निर्माण पेयजल निगम पिथौरागढ़,40.0
निर्माणाधीन जलापूर्ति परियोजना की गुणवत्ता जांच करायी जाये।,अधिशासी अभियन्ता निर्माण पेयजल निगम पिथौरागढ़,40.0
नई पेयजल योजना के अधूरे निर्माण कार्य पूर्ण किये जाने बाबत।,अधिशासी अभियन्ता निर्माण पेयजल निगम पिथौरागढ़,40.0
पेयजल स्रोत से नई वितरण लाइन निर्माण किये जाने बाबत।,अधिशासी अभियन्ता निर्माण पेयजल निगम पिथौरागढ़,40.0
स्वीकृत पेयजल निर्माण परियोजनाओं का समयबद्ध क्रियान्वयन किये जाने बाबत।,अधिशासी अभियन्ता निर्माण पेयजल निगम पिथौरागढ़,40.0
ग्राम में नई पेयजल योजना का निर्माण कर शुद्ध पेयजल उपलब्ध कराये जाने बाबत।,अधिशासी अभियन्ता निर्माण पेयजल निगम पिथौरागढ़,40.0
लंबित पेयजल निर्माण परियोजनाओं का गुणवत्तापूर्ण निर्माण कार्य शीघ्र पूर्ण किये जाने बाबत।,अधिशासी अभियन्ता निर्माण पेयजल निगम पिथौरागढ़,40.0
ग्राम पंचायत धरकोट में जिला पंचायत द्वारा स्वीकृत विकास कार्य शीघ्र पूर्ण किये जाने बाबत।,जिला पंचायत पिथौरागढ़,41.0
जिला पंचायत निधि से स्वीकृत सामुदायिक भवन का निर्माण पूर्ण किये जाने बाबत।,जिला पंचायत पिथौरागढ़,41.0
जिला पंचायत द्वारा सार्वजनिक शौचालय का निर्माण कराये जाने बाबत।,जिला पंचायत पिथौरागढ़,41.0
जिला पंचायत निधि से ग्रामीण हाट बाजार का विकास किये जाने बाबत।,जिला पंचायत पिथौरागढ़,41.0
जिला पंचायत की सार्वजनिक भूमि पर हुए अतिक्रमण को हटाये जाने बाबत।,जिला पंचायत पिथौरागढ़,41.0
जिला पंचायत द्वारा स्वीकृत सामुदायिक शेड का निर्माण कराये जाने बाबत।,जिला पंचायत पिथौरागढ़,41.0
जिला पंचायत द्वारा निर्मित भवन की मरम्मत कराये जाने बाबत।,जिला पंचायत पिथौरागढ़,41.0
जिला पंचायत निधि से निर्मित नाली कार्य की गुणवत्ता की जांच कराये जाने बाबत।,जिला पंचायत पिथौरागढ़,41.0
जिला पंचायत द्वारा महिला सामुदायिक भवन उपलब्ध कराये जाने बाबत।,जिला पंचायत पिथौरागढ़,41.0
जिला पंचायत की सार्वजनिक संपत्ति की मरम्मत कराये जाने बाबत।,जिला पंचायत पिथौरागढ़,41.0
जिला पंचायत द्वारा ग्रामीण खेल मैदान का विकास किये जाने बाबत।,जिला पंचायत पिथौरागढ़,41.0
जिला पंचायत निधि से श्मशान घाट में आवश्यक सुविधाएँ विकसित किये जाने बाबत।,जिला पंचायत पिथौरागढ़,41.0
जिला पंचायत द्वारा निर्मित सामुदायिक भवन में आवश्यक मरम्मत कराये जाने बाबत।,जिला पंचायत पिथौरागढ़,41.0
जिला पंचायत विकास निधि का पारदर्शी उपयोग सुनिश्चित किये जाने बाबत।,जिला पंचायत पिथौरागढ़,41.0
जिला पंचायत द्वारा स्वीकृत सार्वजनिक पेयजल स्थल का निर्माण पूर्ण किये जाने बाबत।,जिला पंचायत पिथौरागढ़,41.0
जिला पंचायत की ग्रामीण परिसंपत्तियों का नियमित रखरखाव किये जाने बाबत।,जिला पंचायत पिथौरागढ़,41.0
जिला पंचायत विकास कार्यों का सामाजिक अंकेक्षण कराये जाने बाबत।,जिला पंचायत पिथौरागढ़,41.0
